"tag","scenario","phi","alpha_true","N","sim","ok_tsbb","ok_bbjm","alpha_tsbb","se_tsbb","alpha_bbjm","se_bbjm","beta0_tsbb","beta0_bbjm","beta1_tsbb","beta1_bbjm","phi_tsbb","phi_bbjm","time_tsbb","time_bbjm"
"Sc1_phi0.5_alpha0.05",1,0.5,0.05,100,40,TRUE,TRUE,0.0396128946351565,0.0264060083227972,0.048624098307073,0.0296803752169219,-0.260069887045183,-0.266070551172207,-0.00366979557405478,0.032032353603744,0.55296501720878,0.55463839910272,0.324000000000012,1.333
"Sc1_phi0.5_alpha0.1",1,0.5,0.1,100,1,TRUE,TRUE,0.0594773223144348,0.023489032855002,0.080041015820408,0.0291724760881243,-0.16284210815597,-0.15223297019193,-0.124483636657494,-0.0476846560216687,0.57613924797591,0.571130459905227,0.271000000000015,1.279
"Sc1_phi0.5_alpha0.1",1,0.5,0.1,100,2,TRUE,TRUE,0.0573240555689041,0.032707051416572,0.0673155275454302,0.0364799092673978,-0.413282274435869,-0.419331781356402,-0.0456213743884293,0.0245878780480591,0.632790324579651,0.622871428633133,0.26400000000001,1.22499999999999
"Sc1_phi0.5_alpha0.1",1,0.5,0.1,100,3,TRUE,TRUE,0.114915446117031,0.0241246558155425,0.132804540464364,0.0321509219481835,-0.193025334751537,-0.19114380449318,-0.029471690741718,0.094351367740573,0.478732285140835,0.451514350143741,0.259999999999991,1.15199999999999
"Sc1_phi0.5_alpha0.1",1,0.5,0.1,100,4,TRUE,TRUE,0.110041451270009,0.0262214303664025,0.174632472136227,0.0482004465533687,-0.226778840979741,-0.159997188035272,-0.094699172426621,-0.00535619891959828,0.453293831553416,0.457483064816595,0.275999999999982,1.15900000000002
"Sc1_phi0.5_alpha0.1",1,0.5,0.1,100,5,TRUE,TRUE,0.0877275442951943,0.0249906555307287,0.10497310440037,0.0302886802651373,-0.00592835635717321,-0.00284948699841459,-0.144976761382361,-0.0109761841934171,0.559315521606969,0.53526538956632,0.236999999999995,1.19200000000001
"Sc1_phi0.5_alpha0.1",1,0.5,0.1,100,6,TRUE,TRUE,0.10348424417751,0.024654928167595,0.144544992516571,0.0491777651226687,-0.227927437764251,-0.212560288742574,-0.0941036454429869,0.059606885541362,0.578519181617685,0.565811062026134,0.255000000000024,1.25800000000001
"Sc1_phi0.5_alpha0.1",1,0.5,0.1,100,7,TRUE,TRUE,0.0888081834985036,0.0235121105516045,0.112657643152792,0.033140850933126,-0.393452570278241,-0.394278732411777,-0.0435980432834995,0.0651338487326037,0.534329536451331,0.530185387756598,0.293000000000006,1.274
"Sc1_phi0.5_alpha0.1",1,0.5,0.1,100,8,TRUE,TRUE,0.225451574528623,0.0768347841699662,0.239145979469433,0.127165273342959,-0.0341368318036371,-0.0497191337486115,-0.136865283733233,0.0016163280914466,0.684937248471191,0.657712679910866,0.281000000000006,1.286
"Sc1_phi0.5_alpha0.1",1,0.5,0.1,100,9,TRUE,TRUE,0.0345718665569431,0.0281100022371767,0.0376583196635949,0.0307299050743488,-0.101453506369875,-0.107324192091216,-0.0860693460244813,-0.0267289624883772,0.620142263511838,0.620412415143356,0.245999999999981,1.21700000000001
