"tag","scenario","phi","alpha_true","N","sim","ok_tsbb","ok_bbjm","alpha_tsbb","se_tsbb","alpha_bbjm","se_bbjm","beta0_tsbb","beta0_bbjm","beta1_tsbb","beta1_bbjm","phi_tsbb","phi_bbjm","time_tsbb","time_bbjm"
"Sc1_phi0.5_alpha0.1",1,0.5,0.1,100,10,TRUE,TRUE,0.0701575364015751,0.0235803328389551,0.0920394351531221,0.0285985805552314,0.0105366797808327,0.0279986590377623,-0.193360420310039,-0.093579635845506,0.497790596249427,0.49158301487586,0.240000000000009,1.14399999999998
"Sc1_phi0.5_alpha0.1",1,0.5,0.1,100,11,TRUE,TRUE,0.0841867701675258,0.0211778237428727,0.116056801437524,0.0306467047029286,-0.166494532256968,-0.152445197709246,-0.136514047569039,0.0461769646331734,0.534612166145984,0.55674671386973,0.157999999999987,1.09200000000001
"Sc1_phi0.5_alpha0.1",1,0.5,0.1,100,12,TRUE,TRUE,0.100443113712997,0.0276254630270874,0.118525829757335,0.0320684512234249,-0.233617884501821,-0.211150821495818,-0.240671651870054,-0.11215447166257,0.543586499845659,0.53192698465076,0.283000000000015,1.167
"Sc1_phi0.5_alpha0.1",1,0.5,0.1,100,13,TRUE,TRUE,0.0576696404593811,0.0259459758030002,0.0890824148718207,0.0365212677245175,-0.259225122539831,-0.274121322845478,0.215297162558814,0.368828169662943,0.476100073490375,0.477469957169211,0.189999999999998,0.865000000000009
"Sc1_phi0.5_alpha0.1",1,0.5,0.1,100,14,TRUE,TRUE,0.0979382758314044,0.0284591755679453,0.131395862082664,0.0411424879871774,-0.0113996368470554,-0.000329138730224637,-0.305306721293064,-0.16741294511669,0.647698483007837,0.607914818206382,0.208000000000027,0.887999999999977
"Sc1_phi0.5_alpha0.1",1,0.5,0.1,100,15,TRUE,TRUE,0.098861220731702,0.0387090269653492,0.145424747295147,0.0654302716158149,-0.0811706209521386,-0.0836404901450087,-0.331513987297231,-0.185574541339801,0.670710995545886,0.658252097173399,0.232000000000028,0.917000000000002
"Sc1_phi0.5_alpha0.1",1,0.5,0.1,100,16,TRUE,TRUE,0.0619911011610476,0.0206024674270271,0.0706513059198561,0.0247263431701205,-0.350619920773651,-0.372484387794101,0.0293839266393791,0.140623795399534,0.51611455265723,0.497330908947321,0.225000000000023,1.114
"Sc1_phi0.5_alpha0.1",1,0.5,0.1,100,17,TRUE,TRUE,0.117415967117087,0.0242895138403053,0.147670794536125,0.0362382514410465,-0.0497488145651309,-0.0782244269545247,0.132300695240958,0.30086200184074,0.397343825914509,0.392925663417026,0.268000000000001,1.209
"Sc1_phi0.5_alpha0.1",1,0.5,0.1,100,18,TRUE,TRUE,0.106161297469082,0.0357740161089785,0.189254508122944,0.0842791107334273,-0.197865457765107,-0.171382531627665,-0.0838034514600717,0.0441548758324799,0.691451304861019,0.691166057919941,0.231999999999999,1.11700000000002
"Sc1_phi0.5_alpha0.1",1,0.5,0.1,100,19,TRUE,TRUE,0.0691891612183847,0.025693149325183,0.0960993321780418,0.03208296597156,-0.10760018843918,-0.0919700339421978,-0.0517035766728387,0.0185331214000077,0.513842034511921,0.513216640076409,0.255999999999972,1.10599999999999
"Sc1_phi0.5_alpha0.1",1,0.5,0.1,100,20,TRUE,TRUE,0.0890550752298826,0.0237936662692022,0.0981627029433797,0.0259348638842969,0.0601694354340714,0.05961470516237,-0.304830192047268,-0.164551258560561,0.47686912996682,0.465089478208141,0.27000000000001,1.214
"Sc1_phi0.5_alpha0.1",1,0.5,0.1,100,21,TRUE,TRUE,0.106726961325022,0.0224647675836713,0.111311083737771,0.02852967704798,-0.155382013529524,-0.18577815901078,-0.0290917187841674,0.171293308943441,0.456138147661441,0.420573416071262,0.217000000000013,1.078
"Sc1_phi0.5_alpha0.1",1,0.5,0.1,100,22,TRUE,TRUE,0.0689113898336007,0.0228383764407674,0.0820701683032565,0.0280167677709159,-0.237094862227027,-0.26126954536249,-0.142654747982205,0.0243381221566265,0.635453236478349,0.619268134137467,0.167000000000002,1.01599999999999
"Sc1_phi0.5_alpha0.1",1,0.5,0.1,100,23,TRUE,TRUE,0.101296915453427,0.0242865790717408,0.211397264098056,0.0643794956829204,-0.148345060917642,-0.117439135272903,-0.0789917615087437,0.0699440449055358,0.554380465048938,0.587403875646811,0.204000000000008,1.023
"Sc1_phi0.5_alpha0.1",1,0.5,0.1,100,24,TRUE,TRUE,0.133666751805114,0.0305435357345644,0.162429121876006,0.0488088640312699,-0.36097272003654,-0.345590831762908,0.0448785748125853,0.190945575787535,0.573734885984685,0.543552127930869,0.219000000000023,1.155
"Sc1_phi0.5_alpha0.1",1,0.5,0.1,100,25,TRUE,TRUE,0.0912120089996702,0.0241759985762926,0.116017978981857,0.0344533241436342,-0.315027181038825,-0.321953449640491,-0.039923578395498,0.0926120988414386,0.504117655812329,0.489734467693636,0.260999999999996,1.44300000000001
"Sc1_phi0.5_alpha0.1",1,0.5,0.1,100,26,TRUE,TRUE,0.0745116113845337,0.0275773998479723,0.10156763432992,0.0368914938059296,-0.191062736751202,-0.171174508887934,-0.187266953302127,-0.112443043808651,0.554037333348817,0.540530577659722,0.269999999999982,1.203
"Sc1_phi0.5_alpha0.1",1,0.5,0.1,100,27,TRUE,TRUE,0.0874595063745882,0.0250476757842945,0.100895360099547,0.028887418160442,0.14278630884449,0.134511551822224,-0.221559622620863,-0.0882276632803515,0.583437427649282,0.56130172454399,0.263999999999982,1.173
"Sc1_phi0.5_alpha0.1",1,0.5,0.1,100,28,TRUE,TRUE,0.0838022517696415,0.0198153101523556,0.112170331457416,0.0252238662089681,-0.310745511133544,-0.289822769549409,-0.0183477530365426,0.100676307862506,0.496170362290308,0.497098987485647,0.231999999999999,1.20699999999999
"Sc1_phi0.5_alpha0.1",1,0.5,0.1,100,29,TRUE,TRUE,0.076939543735105,0.028308321363476,0.102784211583901,0.0400275039427103,-0.069905859438565,-0.0662051006698459,-0.1075544093786,0.0119153420984927,0.687632206862268,0.661475126702044,0.219999999999999,1.11399999999998
"Sc1_phi0.5_alpha0.1",1,0.5,0.1,100,30,TRUE,TRUE,0.069535428003679,0.0281747166476651,0.109902388636998,0.0363624900300413,-0.146266682708809,-0.170476759532869,-0.294267294093705,-0.110140300273474,0.64509371004658,0.620607687722567,0.217999999999989,0.984000000000009
"Sc1_phi0.5_alpha0.1",1,0.5,0.1,100,31,TRUE,TRUE,0.104373754478527,0.0275302741934561,0.119528103487176,0.0332957369145109,-0.152800185842994,-0.154164129698048,-0.0166893272835327,0.131114742097638,0.577655156236737,0.545004100914365,0.259000000000015,1.15199999999999
"Sc1_phi0.5_alpha0.1",1,0.5,0.1,100,32,TRUE,TRUE,0.0855966044389799,0.023251657079893,0.0997307895205232,0.0285881929446748,0.0511849299510424,0.0571920250959096,-0.0364130877934278,0.0983538067397312,0.448505416254316,0.418409856265858,0.27000000000001,0.977000000000004
"Sc1_phi0.5_alpha0.1",1,0.5,0.1,100,33,TRUE,TRUE,0.0822775553927636,0.0270443426342468,0.113686108443718,0.0362830588364449,-0.0177701880423609,0.0227887737101404,-0.0676291128084505,0.0110560604455995,0.540941936644665,0.525050278725837,0.260000000000019,1.07400000000001
"Sc1_phi0.5_alpha0.1",1,0.5,0.1,100,34,TRUE,TRUE,0.0597690336065693,0.0248949823811247,0.0882867955501674,0.0324584190320674,0.00508015444961958,-0.0196530719268339,-0.228369320002928,-0.0385905053537021,0.604678373585607,0.599150741451743,0.15300000000002,0.869
"Sc1_phi0.5_alpha0.1",1,0.5,0.1,100,35,TRUE,TRUE,0.108461196805753,0.0275687002338898,0.126223534879738,0.0397618150718332,-0.211953587387407,-0.229921536352679,-0.0201502227515976,0.166410418576538,0.521384748403612,0.479375092279482,0.248999999999995,1.108
"Sc1_phi0.5_alpha0.1",1,0.5,0.1,100,36,TRUE,TRUE,0.0768067247139261,0.0231119148677681,0.0910760835675782,0.0277476742140069,-0.184022870512767,-0.184036791536856,-0.0352157363264413,0.0619747114096993,0.541847476071297,0.532892175644934,0.281000000000034,1.13499999999999
"Sc1_phi0.5_alpha0.1",1,0.5,0.1,100,37,TRUE,TRUE,0.0791836893739915,0.0269728795424983,0.0878974852299604,0.0295268570549033,-0.118853798378082,-0.113410917791443,-0.120876335585803,-0.00865004596596721,0.514547465399405,0.4925573505606,0.229000000000013,1.20599999999999
"Sc1_phi0.5_alpha0.1",1,0.5,0.1,100,38,TRUE,TRUE,0.0674911269198129,0.0324818548764513,0.0986502545664995,0.0456036509906357,-0.232287307306693,-0.208730884731745,-0.053386716317714,0.0134510960960722,0.610187603438907,0.587779893849942,0.215000000000003,1.048
"Sc1_phi0.5_alpha0.1",1,0.5,0.1,100,39,TRUE,TRUE,0.209798840310225,0.0451464403064621,0.227008590711266,0.0917415548670673,-0.366100794464689,-0.395780045575031,0.00663006510727332,0.284322145221075,0.677807882889159,0.601246079516608,0.223000000000013,1.21299999999999
"Sc1_phi0.5_alpha0.1",1,0.5,0.1,100,40,TRUE,TRUE,0.0702305820847464,0.0215327308167195,0.0889034818417315,0.026707428523195,-0.117489387401441,-0.118184340487982,0.0460222490337347,0.161218971213984,0.553332176924112,0.553694013433411,0.173999999999978,1.22200000000001
"Sc2_phi0.5_alpha-0.1",2,0.5,-0.1,100,1,TRUE,TRUE,-0.0568825883352917,0.0709684500089439,-0.0537492891855917,0.0785082324268657,0.758512427129744,0.763400066503143,-0.237986938897751,-0.251195031305261,0.382664222629604,0.384162810255745,0.259000000000015,1.096
"Sc2_phi0.5_alpha-0.1",2,0.5,-0.1,100,2,TRUE,TRUE,-0.140845529019433,0.0640413063864314,-0.197584142109711,0.0784762702209205,0.772268347567242,0.80134223405937,-0.11782950324211,-0.191771087944598,0.460055736732704,0.465502317201258,0.252999999999986,0.961000000000013
"Sc2_phi0.5_alpha-0.1",2,0.5,-0.1,100,3,TRUE,TRUE,-0.115023386964884,0.0555057835403374,-0.142110723417049,0.0640539690733402,0.0572738873494008,0.074985018860495,0.0683704691488364,0.019148717258101,0.470594126386918,0.477135710419174,0.272999999999996,1.03
"Sc2_phi0.5_alpha-0.1",2,0.5,-0.1,100,4,TRUE,TRUE,-0.0935840994639647,0.0643435939334539,-0.107287920925774,0.0707379476070628,0.101981379242894,0.10747946701321,-0.0719962738727155,-0.0937036648672324,0.550329654302163,0.550074361890907,0.396000000000015,1.20399999999998
"Sc2_phi0.5_alpha-0.1",2,0.5,-0.1,100,5,TRUE,TRUE,-0.00899398061602033,0.066766819016836,-0.00144477369058577,0.0734668254871819,0.753910780819232,0.75396902454864,-0.240505210833776,-0.240858295650607,0.522155595867438,0.522114987855056,0.251999999999981,1.02100000000002
"Sc2_phi0.5_alpha-0.1",2,0.5,-0.1,100,6,TRUE,TRUE,-0.0131035378481426,0.0598294464825797,-0.015664198202032,0.0670117817508737,0.447027161989184,0.448981090649536,-0.0650155652542426,-0.0703503158624873,0.571772931451544,0.571082202161223,0.259999999999962,1.018
"Sc2_phi0.5_alpha-0.1",2,0.5,-0.1,100,7,TRUE,TRUE,-0.203052416025786,0.0765413093622287,-0.225913255458403,0.0851566812234929,0.617852397785367,0.630045969231957,-0.112760808001255,-0.14765325753459,0.567134409486026,0.55754875474394,0.38900000000001,1.244
"Sc2_phi0.5_alpha-0.1",2,0.5,-0.1,100,8,TRUE,TRUE,-0.126777139108387,0.0642087831626027,-0.141320065248969,0.0715662615757263,0.159483998829301,0.18277176918874,-0.0887251635310615,-0.137667758146392,0.409140721550561,0.398576965694934,0.264999999999986,1.06699999999998
"Sc2_phi0.5_alpha-0.1",2,0.5,-0.1,100,9,TRUE,TRUE,-0.123899041474578,0.069266810220336,-0.131422154738027,0.0781049373081145,0.492908623531582,0.50814868152462,-0.213583729010243,-0.240152215236556,0.627255055863511,0.635931295863509,0.262,1.03100000000001
"Sc2_phi0.5_alpha-0.1",2,0.5,-0.1,100,10,TRUE,TRUE,-0.0619189981950505,0.0647087265604632,-0.060837923513306,0.0782036584722112,0.299734132888835,0.312791713958979,-0.141329423941239,-0.167969722112311,0.468508931751146,0.474640260275408,0.242999999999995,1.03799999999998
"Sc2_phi0.5_alpha-0.1",2,0.5,-0.1,100,11,TRUE,TRUE,-0.0555963671499475,0.0734773434214716,-0.0543170882353157,0.0793893888338452,0.223638124293948,0.225442901916438,-0.0757590806392286,-0.0828047651819383,0.552089289080035,0.550624713737911,0.409999999999968,1.18900000000002
"Sc2_phi0.5_alpha-0.1",2,0.5,-0.1,100,12,TRUE,TRUE,-0.11433340259726,0.0789471406382183,-0.134315474062555,0.0884133035095761,0.333125205902701,0.331057251695002,-0.0744903681494375,-0.0931871724201341,0.648806469633388,0.651803270066996,0.368000000000023,1.28199999999998
"Sc2_phi0.5_alpha-0.1",2,0.5,-0.1,100,13,TRUE,TRUE,-0.0450153542141887,0.0616321475370778,-0.047867239784548,0.0654474648543235,0.430558151545052,0.431190365437503,-0.135160639532329,-0.142611924107251,0.516909205184693,0.515957025608177,0.370000000000005,1.46399999999997
"Sc2_phi0.5_alpha-0.1",2,0.5,-0.1,100,14,TRUE,TRUE,-0.123371648471702,0.0740991763300386,-0.126361888797329,0.0833626095296556,0.196004218793961,0.203189278220118,-0.188053456549341,-0.211456214670018,0.519707430049545,0.51708010504449,0.366999999999962,1.26400000000001
"Sc2_phi0.5_alpha-0.1",2,0.5,-0.1,100,15,TRUE,TRUE,-0.163945738505748,0.0630137361256982,-0.176972979022468,0.0723211320001394,0.541833932597822,0.581717271422212,-0.193932760761012,-0.261902710710439,0.499272002494639,0.490378569873076,0.324000000000012,1.13599999999997
"Sc2_phi0.5_alpha-0.1",2,0.5,-0.1,100,16,TRUE,TRUE,-0.116366983762549,0.0650302800560029,-0.13570533941892,0.0724838127243471,0.384315503720475,0.390289167582138,-0.0356959493346167,-0.0671086268594526,0.468713646482579,0.474180788819921,0.287999999999954,1.16700000000003
"Sc2_phi0.5_alpha-0.1",2,0.5,-0.1,100,17,TRUE,TRUE,-0.0661041268708412,0.0666600330562231,-0.0787418671766965,0.0723202343271614,0.241718994168624,0.243880558421853,0.0156196689359109,0.00242029694470178,0.567312838564103,0.569816850881324,0.306999999999903,1.16699999999997
"Sc2_phi0.5_alpha-0.1",2,0.5,-0.1,100,18,TRUE,TRUE,-0.0504926518886356,0.0688725663633347,-0.0536629090329965,0.0776883633645469,0.520839036025695,0.527786776983392,-0.11005932507937,-0.126264718948542,0.405463163778434,0.405461997821265,0.369000000000028,1.21499999999997
"Sc2_phi0.5_alpha-0.1",2,0.5,-0.1,100,19,TRUE,TRUE,-0.0280419546517729,0.0672029860816089,-0.0158695311975756,0.0755710982223307,0.275163780793786,0.27773213785699,-0.217442622978139,-0.222817210795731,0.475918318542406,0.476184220560632,0.283999999999992,1.20699999999999
"Sc2_phi0.5_alpha-0.1",2,0.5,-0.1,100,20,TRUE,TRUE,-0.147246875407989,0.0768306118925641,-0.173342513540275,0.0864328654102501,0.62212025942681,0.629093267212533,-0.15002174580214,-0.180702410499447,0.513093343971269,0.509613915103574,0.384999999999991,1.10000000000002
"Sc2_phi0.5_alpha-0.1",2,0.5,-0.1,100,21,TRUE,TRUE,0.0384143588808906,0.0735972519898934,0.0469561035499838,0.0791670521136027,0.378204273819785,0.37216778161639,-0.132842586502632,-0.122832489952826,0.543593115773421,0.545402915847295,0.275999999999954,1.25200000000001
"Sc2_phi0.5_alpha-0.1",2,0.5,-0.1,100,22,TRUE,TRUE,-0.297284036816228,0.0768954745725677,-0.336707552689381,0.0914669003159031,0.474351278840919,0.477221861976164,-0.0585817305521334,-0.0991732734772694,0.547680428459616,0.540464505847531,0.420999999999992,1.399
"Sc2_phi0.5_alpha-0.1",2,0.5,-0.1,100,23,TRUE,TRUE,-0.0646124639089717,0.0714321124022853,-0.0841809811887799,0.0807299492034256,0.476276818885578,0.49005553534578,-0.0335664824361746,-0.0572106233063221,0.523952131611313,0.522109837826539,0.281999999999982,1.084
"Sc2_phi0.5_alpha-0.1",2,0.5,-0.1,100,24,TRUE,TRUE,-0.131277479443891,0.0663752415799655,-0.141051415933853,0.0730880842838029,0.167178994459072,0.199525012530867,-0.0282248920716874,-0.085650737342184,0.713000627964443,0.686761742864673,0.30299999999994,1.15200000000004
"Sc2_phi0.5_alpha-0.1",2,0.5,-0.1,100,25,TRUE,TRUE,-0.161375046046283,0.0738056627319722,-0.233900776614169,0.106087672646095,0.258031559614135,0.284794411689113,0.0399938104145516,-0.0331807289106108,0.635532955105134,0.643897645346987,0.303000000000054,1.053
"Sc2_phi0.5_alpha-0.1",2,0.5,-0.1,100,26,TRUE,TRUE,-0.0389025657840516,0.0688554602394867,-0.0478147614134262,0.0750416873917187,-0.073017867660651,-0.0711667324009294,0.0304714987398197,0.0204326810270767,0.534451981023952,0.53368815560864,0.24799999999999,1.00399999999996
"Sc2_phi0.5_alpha-0.1",2,0.5,-0.1,100,27,TRUE,TRUE,-0.107701676411764,0.0654648618568747,-0.117299267853916,0.0729546953710226,0.310723851844931,0.330032371584014,-0.074846755066582,-0.117142421666565,0.474802603738473,0.464300344516769,0.283000000000015,1.05899999999997
"Sc2_phi0.5_alpha-0.1",2,0.5,-0.1,100,28,TRUE,TRUE,-0.1071300645881,0.0824076807414601,-0.128422498524616,0.0929534812599532,0.51368223777756,0.512047535337733,-0.158856063807827,-0.177672650541156,0.584947866814004,0.586869526801482,0.379999999999995,1.32499999999999
"Sc2_phi0.5_alpha-0.1",2,0.5,-0.1,100,29,TRUE,TRUE,-0.127244865001464,0.0708415861112544,-0.148465158942003,0.0803757934425893,0.730610798482684,0.759240730903538,-0.121020150385306,-0.170207728140805,0.419978427199727,0.402040532328852,0.276999999999987,1.10199999999998
"Sc2_phi0.5_alpha-0.1",2,0.5,-0.1,100,30,TRUE,TRUE,-0.0818418298536195,0.0829349468358399,-0.0857791308234892,0.0911972516994724,0.283812008394555,0.28463183259726,-0.161428472686847,-0.177156088095637,0.57178654100096,0.569949607963167,0.487999999999943,1.24200000000002
"Sc2_phi0.5_alpha-0.1",2,0.5,-0.1,100,31,TRUE,TRUE,-0.0843307973899787,0.0664595917191463,-0.0938251490180406,0.0721933049781626,0.368174369581197,0.374063491822302,-0.0948269642303846,-0.113085277257084,0.618580722858493,0.61529987509284,0.380999999999915,1.16699999999997
"Sc2_phi0.5_alpha-0.1",2,0.5,-0.1,100,32,TRUE,TRUE,-0.0478928598690973,0.0620604594897996,-0.0524257035576652,0.066795311203166,0.281013552919205,0.283502936728161,-0.101033834269235,-0.112223896830227,0.421147685638691,0.420891782053975,0.378000000000043,1.243
"Sc2_phi0.5_alpha-0.1",2,0.5,-0.1,100,33,TRUE,TRUE,-0.0758961059832659,0.0768783028629652,-0.0869176029105484,0.0830530765639634,0.635090798192675,0.635886190164633,-0.0736535650448651,-0.084404107501168,0.552161055379975,0.552009990474967,0.398000000000025,1.30399999999997
"Sc2_phi0.5_alpha-0.1",2,0.5,-0.1,100,34,TRUE,TRUE,-0.195358999298677,0.0876587452493375,-0.216647898280518,0.10042536070964,0.189161859232016,0.198727628900403,-0.0405024822091401,-0.0662717557883562,0.602684357846778,0.59472314538562,0.401999999999987,1.25999999999999
"Sc2_phi0.5_alpha-0.1",2,0.5,-0.1,100,35,TRUE,TRUE,-0.0720940205346062,0.0766992248311216,-0.0752217935257211,0.0829231922637555,0.644431071780654,0.647090705641642,-0.114112530203649,-0.124151399732724,0.629172330082313,0.631745015391137,0.319999999999993,1.38400000000001
"Sc2_phi0.5_alpha-0.1",2,0.5,-0.1,100,36,TRUE,TRUE,-0.0695918126869609,0.0553771788359832,-0.0776625974704713,0.0612594011470762,0.262893229559524,0.278605113611745,-0.00248584653197886,-0.0365009482799983,0.367844012389209,0.36633781827879,0.240999999999985,1.04899999999998
"Sc2_phi0.5_alpha-0.1",2,0.5,-0.1,100,37,TRUE,TRUE,-0.0883041767301205,0.0793119948020237,-0.103036731682323,0.0874681543615075,0.540112514027446,0.538647885970083,-0.036247841760634,-0.0495277202822302,0.541761235572855,0.54203362873904,0.373999999999967,1.32900000000001
"Sc2_phi0.5_alpha-0.1",2,0.5,-0.1,100,38,TRUE,TRUE,-0.104338922422413,0.0652938840134904,-0.126051605015441,0.0726352107760279,0.244087810015234,0.251690170409978,-0.00129048387085575,-0.0334967483995442,0.508398142368958,0.507351326310141,0.28000000000003,1.06099999999998
"Sc2_phi0.5_alpha-0.1",2,0.5,-0.1,100,39,TRUE,TRUE,0.0203664028560645,0.0671971274654973,0.0234489165521131,0.0725605012058714,0.757344278035278,0.753883657497039,-0.183840560840321,-0.177225858068865,0.42600173074639,0.425399345801545,0.392999999999972,1.11500000000001
"Sc2_phi0.5_alpha-0.1",2,0.5,-0.1,100,40,TRUE,TRUE,-0.163454445318192,0.0642840235205971,-0.18652575342585,0.0749562861660136,0.617231448483308,0.636992582671041,-0.183054326567379,-0.233627208615081,0.392301166087788,0.402546843034799,0.274999999999977,1.11599999999999
"Sc2_phi1_alpha-0.15",2,1,-0.15,100,1,TRUE,TRUE,-0.239887768914781,0.0735618037412206,-0.282737368656795,0.0918110379003801,0.279263070442052,0.303373720610133,-0.207157406833067,-0.278741028744156,0.977274667186965,0.954842438167554,0.351999999999975,1.38900000000001
"Sc2_phi1_alpha-0.15",2,1,-0.15,100,2,TRUE,TRUE,-0.010515792784578,0.0644935440093699,-0.00725750599085166,0.0690970798988066,0.283596655253382,0.284710956018283,-0.092694381688547,-0.0942365630736518,0.907027929058326,0.90687432931161,0.461999999999989,1.43399999999997
"Sc2_phi1_alpha-0.15",2,1,-0.15,100,3,TRUE,TRUE,-0.0170561273693189,0.0656058734730048,-0.0108883147395437,0.0715825485059023,0.272667744752962,0.273126335929896,-0.0501423893192719,-0.0524398841424298,0.859438975141568,0.859760040737879,0.242999999999995,0.909999999999968
"Sc2_phi1_alpha-0.15",2,1,-0.15,100,4,TRUE,TRUE,-0.192094021048052,0.0750293005128876,-0.223225005009509,0.0871738773670694,0.291083036356694,0.297038318930844,-0.0735437876696174,-0.1044035441949,0.925416926706587,0.910200581328397,0.307000000000016,1.09499999999997
"Sc2_phi1_alpha-0.15",2,1,-0.15,100,5,TRUE,TRUE,-0.353232013418897,0.0943869602811189,-0.403680261265325,0.120057379478685,0.097134899342088,0.10821969479639,0.0343850401580917,-0.0029096617087016,1.10239737559836,1.08478107128946,0.391999999999939,1.21800000000002
"Sc2_phi1_alpha-0.15",2,1,-0.15,100,6,TRUE,TRUE,-0.10956875967187,0.0854282374492715,-0.117531885931457,0.0938538950291679,0.658197300497805,0.662542525077187,-0.127544293783058,-0.142665619298303,1.06732529685239,1.05159007342998,0.379999999999995,1.024
"Sc2_phi1_alpha-0.15",2,1,-0.15,100,7,TRUE,TRUE,-0.165455345162673,0.0638536658177191,-0.180937528837427,0.0730072620672626,0.254837187285135,0.258551253307877,-0.281953151577029,-0.33648973408742,0.984114818747608,0.976009970653934,0.259000000000015,1.00299999999999
"Sc2_phi1_alpha-0.15",2,1,-0.15,100,8,TRUE,TRUE,-0.196355288459984,0.0939584336818128,-0.223091632195854,0.110435965036543,0.174650882215642,0.182981877991148,-0.140043691714708,-0.169462285106906,1.15122975593613,1.14290846681553,0.416999999999973,1.32400000000001
"Sc2_phi1_alpha-0.15",2,1,-0.15,100,9,TRUE,TRUE,-0.239242692534987,0.0824183172679531,-0.2744936092714,0.107672719127312,0.470116125042042,0.49356318224041,-0.146743138092076,-0.210407259108192,0.893352363373526,0.889572415206514,0.271000000000015,0.961000000000013
"Sc2_phi1_alpha-0.15",2,1,-0.15,100,10,TRUE,TRUE,-0.0589608383816894,0.0744860056106299,-0.0646454458733048,0.0816944941231297,0.769610039325029,0.775513844901339,-0.16874495649439,-0.179605545843971,1.26135279622466,1.25829817143826,0.425000000000011,1.28899999999999
"Sc2_phi1_alpha-0.15",2,1,-0.15,100,11,TRUE,TRUE,-0.108134237109072,0.0749970465885257,-0.116450549590986,0.0835436117562863,0.595515992702394,0.607649688172355,-0.259783988932982,-0.279889063637332,1.0764181218304,1.07259969479186,0.266999999999996,1.06700000000001
"Sc2_phi1_alpha-0.15",2,1,-0.15,100,12,TRUE,TRUE,-0.0519636572075312,0.0900540389752637,-0.0855591731193382,0.106796924321477,0.51879848086795,0.535724917993828,-0.0305526807219085,-0.0548358668622493,1.10431749776001,1.10056870079459,0.302000000000078,0.966999999999985
"Sc2_phi1_alpha-0.15",2,1,-0.15,100,13,TRUE,TRUE,-0.121396621619504,0.0741204033042963,-0.135956088003278,0.0810212936638782,0.244803936696293,0.246393468017476,-0.059755376882816,-0.076125444296242,0.954582306975619,0.949584785068111,0.411999999999978,1.27800000000002
"Sc2_phi1_alpha-0.15",2,1,-0.15,100,14,TRUE,TRUE,-0.127422750705833,0.0647705378523529,-0.14476507080607,0.0700517368476771,0.632501172091746,0.64091272493648,-0.0254839900175137,-0.0508903306013107,0.938589725231079,0.926118714392435,0.30600000000004,1.19900000000001
"Sc2_phi1_alpha-0.15",2,1,-0.15,100,15,TRUE,TRUE,-0.14740679198931,0.0717723221357427,-0.163755019323089,0.0818528128996977,0.20717380729284,0.207869485366931,-0.14284194416758,-0.163298713899824,0.90715937412782,0.907243766926736,0.377999999999986,1.31700000000001
"Sc2_phi1_alpha-0.15",2,1,-0.15,100,16,TRUE,TRUE,-0.148385389642812,0.0831199870135208,-0.162100997273189,0.0976347487236133,0.110083141988123,0.121835777290391,-0.104129318080711,-0.145820552554989,1.04279602413805,1.03240181890128,0.305000000000007,0.941000000000031
"Sc2_phi1_alpha-0.15",2,1,-0.15,100,17,TRUE,TRUE,-0.145439743027148,0.071772256613349,-0.164821554836628,0.0786473559617045,0.31036210752747,0.358201185928983,-0.073983781101072,-0.144799868556412,1.05399926693703,1.00537583410198,0.288999999999987,1.04300000000001
"Sc2_phi1_alpha-0.15",2,1,-0.15,100,18,TRUE,TRUE,-0.279415005590113,0.113499128786726,-0.416920172134574,0.183646542036635,0.280541982550501,0.238917658315021,0.0136848106899055,-0.00603144770799157,1.3723213016902,1.36559047115824,0.438999999999965,1.36700000000002
"Sc2_phi1_alpha-0.15",2,1,-0.15,100,19,TRUE,TRUE,-0.242842298341215,0.0868457235828079,-0.293098931198046,0.104513576333689,0.608024530983568,0.62020494026149,-0.0402859336400387,-0.08849637699975,1.27151179075062,1.26888566762156,0.410000000000025,1.34699999999998
"Sc2_phi1_alpha-0.15",2,1,-0.15,100,20,TRUE,TRUE,-0.191436539199474,0.0680307609781284,-0.217662262915952,0.0787505480445949,0.182420519485807,0.191154278558897,-0.149946808558898,-0.203287115374957,0.889176142466668,0.867720377850996,0.261000000000024,1.14300000000003
"Sc2_phi1_alpha-0.15",2,1,-0.15,100,21,TRUE,TRUE,-0.063054496489702,0.0829186548511627,-0.0642182539930849,0.0913401910990729,0.528080598623991,0.527080648159209,-0.151253988265916,-0.15908765017572,1.09210722314269,1.09105541641428,0.478999999999985,1.48500000000001
"Sc2_phi1_alpha-0.15",2,1,-0.15,100,22,TRUE,TRUE,-0.201642007238113,0.0697787559805131,-0.237928025775514,0.0857897520150607,0.0979910725596986,0.111102969033344,-0.113528155415133,-0.150818944542959,1.23763611353102,1.26075138874107,0.278999999999996,1.08699999999999
"Sc2_phi1_alpha-0.15",2,1,-0.15,100,23,TRUE,TRUE,-0.224708824900246,0.120636319184737,-0.292315405847864,0.160257456758805,0.255302044917124,0.260880751906177,-0.0471688614291446,-0.0757771459240381,1.24216938925712,1.24388502884586,0.317000000000007,1.291
"Sc2_phi1_alpha-0.15",2,1,-0.15,100,24,TRUE,TRUE,-0.10095255389789,0.0855800832680707,-0.119831766062853,0.0977089647682867,0.433374772218555,0.441645478490248,-0.0921840834263597,-0.114060501405435,1.081322818554,1.08189569719386,0.272999999999968,1.017
